msisdn,imsi,allocation_date,sim_type
6749993004,5.3603E+14,03-04-2025,micro-SIM
6749993005,5.3603E+14,04-04-2025,micro-SIM
6749993006,5.3603E+14,07-04-2025,micro-SIM
6749993007,5.3603E+14,07-04-2025,micro-SIM
6749993008,5.3603E+14,07-04-2025,micro-SIM
6749993009,5.3603E+14,08-04-2025,micro-SIM
6749993010,5.3603E+14,04-04-2025,micro-SIM
6749993011,5.3603E+14,04-04-2025,micro-SIM
6749993012,5.3603E+14,04-04-2025,micro-SIM
6749993015,5.3603E+14,04-04-2025,micro-SIM
6749993017,5.3603E+14,04-04-2025,micro-SIM
6749993018,5.3603E+14,04-04-2025,micro-SIM
6749993020,5.3603E+14,04-04-2025,micro-SIM
6749993021,5.3603E+14,04-04-2025,micro-SIM
6749993022,5.3603E+14,04-04-2025,micro-SIM
6749993023,5.3603E+14,04-04-2025,micro-SIM
6749993024,5.3603E+14,12-05-2025,micro-SIM
6749993025,5.3603E+14,\N,micro-SIM
6749993026,5.3603E+14,04-04-2025,micro-SIM
6749993027,5.3603E+14,\N,micro-SIM
6749993028,5.3603E+14,04-04-2025,micro-SIM
6749993029,5.3603E+14,04-04-2025,micro-SIM
6749993030,5.3603E+14,\N,micro-SIM
6749993031,5.3603E+14,\N,micro-SIM
6749993032,5.3603E+14,\N,micro-SIM
6749993033,5.3603E+14,\N,micro-SIM
6749993034,5.3603E+14,\N,micro-SIM
6749993035,5.3603E+14,04-04-2025,micro-SIM
6749993036,5.3603E+14,04-04-2025,micro-SIM
6749993037,5.3603E+14,04-04-2025,micro-SIM
6749993038,5.3603E+14,04-04-2025,micro-SIM
6749993039,5.3603E+14,04-04-2025,micro-SIM
6749993040,5.3603E+14,04-04-2025,micro-SIM
6749993041,5.3603E+14,04-04-2025,micro-SIM
6749993042,5.3603E+14,04-04-2025,micro-SIM
6749993043,5.3603E+14,04-04-2025,micro-SIM
6749993044,5.3603E+14,04-04-2025,micro-SIM
6749993045,5.3603E+14,\N,micro-SIM
6749993046,5.3603E+14,\N,micro-SIM
6749993047,5.3603E+14,\N,micro-SIM
6749993048,5.3603E+14,\N,micro-SIM
6749993049,5.3603E+14,04-04-2025,micro-SIM
6749993050,5.3603E+14,04-04-2025,micro-SIM
6749993051,5.3603E+14,\N,micro-SIM
6749993052,5.3603E+14,28-03-2025,micro-SIM
6749993053,5.3603E+14,28-03-2025,micro-SIM
6749993054,5.3603E+14,04-04-2025,micro-SIM
6749993055,5.3603E+14,10-04-2025,micro-SIM
6749993056,5.3603E+14,27-03-2025,micro-SIM
6749993057,5.3603E+14,27-03-2025,micro-SIM
6749993058,5.3603E+14,04-04-2025,micro-SIM
6749993059,5.3603E+14,11-04-2025,micro-SIM
6749993060,5.3603E+14,04-04-2025,micro-SIM
6749993061,5.3603E+14,14-03-2025,micro-SIM
6749993062,5.3603E+14,17-04-2025,micro-SIM
6749993063,5.3603E+14,19-04-2025,micro-SIM
6749993064,5.3603E+14,19-04-2025,micro-SIM
6749993065,5.3603E+14,27-03-2025,micro-SIM
6749993066,5.3603E+14,17-04-2025,micro-SIM
6749993067,5.3603E+14,16-04-2025,micro-SIM
6749993068,5.3603E+14,16-04-2025,micro-SIM
6749993069,5.3603E+14,19-04-2025,micro-SIM
6749993070,5.3603E+14,\N,micro-SIM
6749993071,5.3603E+14,\N,micro-SIM
6749993072,5.3603E+14,\N,micro-SIM
6749993073,5.3603E+14,\N,micro-SIM
6749993074,5.3603E+14,\N,micro-SIM
6749993075,5.3603E+14,\N,micro-SIM
6749993076,5.3603E+14,\N,micro-SIM
6749993077,5.3603E+14,22-05-2025,micro-SIM
6749993078,5.3603E+14,22-05-2025,micro-SIM
6749993079,5.3603E+14,21-05-2025,micro-SIM
6749993080,5.3603E+14,\N,micro-SIM
6749993081,5.3603E+14,\N,micro-SIM
6749993082,5.3603E+14,22-05-2025,micro-SIM
6749993083,5.3603E+14,22-05-2025,micro-SIM
6749993084,5.3603E+14,19-04-2025,micro-SIM
6749993085,5.3603E+14,23-04-2025,micro-SIM
6749993086,5.3603E+14,23-04-2025,micro-SIM
6749993087,5.3603E+14,24-04-2025,micro-SIM
6749993088,5.3603E+14,24-04-2025,micro-SIM
6749993089,5.3603E+14,03-04-2025,micro-SIM
6749993090,5.3603E+14,27-03-2025,micro-SIM
6749993091,5.3603E+14,04-04-2025,micro-SIM
6749993092,5.3603E+14,04-04-2025,micro-SIM
6749993093,5.3603E+14,04-04-2025,e-SIM
6749993094,5.3603E+14,04-04-2025,micro-SIM
6749993095,5.3603E+14,04-04-2025,micro-SIM
6749993096,5.3603E+14,04-04-2025,micro-SIM
6749993097,5.3603E+14,04-04-2025,micro-SIM
6749993098,5.3603E+14,04-04-2025,micro-SIM
6749993099,5.3603E+14,04-04-2025,micro-SIM
6749993100,5.3603E+14,04-04-2025,micro-SIM
6749993101,5.3603E+14,\N,micro-SIM
6749993102,5.3603E+14,\N,micro-SIM
6749993103,5.3603E+14,28-04-2025,micro-SIM
6749993104,5.3603E+14,28-04-2025,micro-SIM
6749993105,5.3603E+14,28-04-2025,micro-SIM
6749993106,5.3603E+14,28-04-2025,micro-SIM
6749993107,5.3603E+14,28-04-2025,micro-SIM
6749993108,5.3603E+14,26-04-2025,e-SIM
6749993109,5.3603E+14,\N,micro-SIM
6749993110,5.3603E+14,26-04-2025,micro-SIM
6749993111,5.3603E+14,\N,micro-SIM
6749993112,5.3603E+14,17-04-2025,micro-SIM
6749993113,5.3603E+14,17-04-2025,micro-SIM
6749993114,5.3603E+14,26-04-2025,micro-SIM
6749993115,5.3603E+14,16-04-2025,micro-SIM
6749993116,5.3603E+14,16-04-2025,micro-SIM
6749993117,5.3603E+14,01-04-2025,micro-SIM
6749993118,5.3603E+14,01-04-2025,micro-SIM
6749993119,5.3603E+14,01-04-2025,micro-SIM
6749993120,5.3603E+14,24-04-2025,micro-SIM
6749993121,5.3603E+14,04-04-2025,micro-SIM
6749993122,5.3603E+14,23-04-2025,micro-SIM
6749993123,5.3603E+14,23-04-2025,micro-SIM
6749993124,5.3603E+14,30-04-2025,micro-SIM
6749993125,5.3603E+14,04-04-2025,micro-SIM
6749993126,5.3603E+14,04-04-2025,micro-SIM
6749993127,5.3603E+14,04-04-2025,micro-SIM
6749993128,5.3603E+14,04-04-2025,micro-SIM
6749993129,5.3603E+14,30-04-2025,micro-SIM
6749993130,5.3603E+14,05-05-2025,micro-SIM
6749993131,5.3603E+14,05-05-2025,micro-SIM
6749993132,5.3603E+14,\N,micro-SIM
6749993133,5.3603E+14,\N,micro-SIM
6749993134,5.3603E+14,\N,micro-SIM
6749993135,5.3603E+14,16-05-2025,micro-SIM
6749993136,5.3603E+14,12-05-2025,micro-SIM
6749993137,5.3603E+14,12-05-2025,micro-SIM
6749993138,5.3603E+14,07-05-2025,micro-SIM
6749993139,5.3603E+14,07-05-2025,micro-SIM
6749993140,5.3603E+14,07-05-2025,micro-SIM
6749993141,5.3603E+14,07-05-2025,micro-SIM
6749993142,5.3603E+14,24-04-2025,micro-SIM
6749993143,5.3603E+14,24-04-2025,micro-SIM
6749993144,5.3603E+14,23-04-2025,micro-SIM
6749993145,5.3603E+14,06-05-2025,micro-SIM
6749993146,5.3603E+14,16-04-2025,micro-SIM
6749993147,5.3603E+14,12-05-2025,micro-SIM
6749993148,5.3603E+14,23-04-2025,micro-SIM
6749993149,5.3603E+14,23-04-2025,micro-SIM
6749993150,5.3603E+14,24-04-2025,micro-SIM
6749993151,5.3603E+14,24-04-2025,micro-SIM
6749993152,5.3603E+14,24-04-2025,micro-SIM
6749993153,5.3603E+14,24-04-2025,micro-SIM
6749993154,5.3603E+14,04-04-2025,micro-SIM
6749993155,5.3603E+14,24-04-2025,micro-SIM
6749993156,5.3603E+14,04-04-2025,micro-SIM
6749993157,5.3603E+14,04-04-2025,micro-SIM
6749993158,5.3603E+14,14-04-2025,micro-SIM
6749993159,5.3603E+14,06-05-2025,micro-SIM
6749993160,5.3603E+14,04-04-2025,micro-SIM
6749993161,5.3603E+14,17-04-2025,micro-SIM
6749993162,5.3603E+14,28-03-2025,micro-SIM
6749993163,5.3603E+14,28-03-2025,micro-SIM
6749993164,5.3603E+14,03-04-2025,micro-SIM
6749993165,5.3603E+14,28-04-2025,micro-SIM
6749993166,5.3603E+14,03-04-2025,micro-SIM
6749993167,5.3603E+14,31-03-2025,micro-SIM
6749993168,5.3603E+14,28-04-2025,micro-SIM
6749993169,5.3603E+14,\N,micro-SIM
6749993170,5.3603E+14,31-03-2025,micro-SIM
6749993171,5.3603E+14,31-03-2025,micro-SIM
6749993172,5.3603E+14,29-04-2025,micro-SIM
6749993173,5.3603E+14,28-04-2025,e-SIM
6749993174,5.3603E+14,29-04-2025,micro-SIM
6749993175,5.3603E+14,26-03-2025,micro-SIM
6749993176,5.3603E+14,31-03-2025,micro-SIM
6749993177,5.3603E+14,01-05-2025,micro-SIM
6749993178,5.3603E+14,\N,micro-SIM
6749993179,5.3603E+14,30-04-2025,micro-SIM
6749993180,5.3603E+14,17-04-2025,micro-SIM
6749993181,5.3603E+14,01-05-2025,micro-SIM
6749993182,5.3603E+14,01-04-2025,micro-SIM
6749993183,5.3603E+14,\N,micro-SIM
6748880021,5.3603E+14,\N,micro-SIM
6748880022,5.3603E+14,\N,micro-SIM
6748880023,5.3603E+14,\N,micro-SIM
6748880024,5.3603E+14,\N,micro-SIM
6748880026,5.3603E+14,\N,micro-SIM
6748880027,5.3603E+14,\N,micro-SIM
6748880028,5.3603E+14,\N,micro-SIM
6748880029,5.3603E+14,\N,micro-SIM
6748880030,5.3603E+14,\N,micro-SIM
6748880031,5.3603E+14,\N,micro-SIM
6748880032,5.3603E+14,\N,micro-SIM
6748880033,5.3603E+14,\N,micro-SIM
6748880034,5.3603E+14,\N,micro-SIM
6748880035,5.3603E+14,\N,micro-SIM
6748880036,5.3603E+14,\N,micro-SIM
6748880037,5.3603E+14,\N,micro-SIM
6748880038,5.3603E+14,\N,micro-SIM
6748880039,5.3603E+14,\N,micro-SIM
6748880040,5.3603E+14,\N,micro-SIM
6748880041,5.3603E+14,\N,micro-SIM
6748880042,5.3603E+14,\N,micro-SIM
6748880043,5.3603E+14,\N,micro-SIM
6748880044,5.3603E+14,\N,micro-SIM
6748880045,5.3603E+14,\N,micro-SIM
6748880046,5.3603E+14,\N,micro-SIM
6748880047,5.3603E+14,\N,micro-SIM
6748880048,5.3603E+14,\N,micro-SIM
6748880049,5.3603E+14,\N,micro-SIM
6748880050,5.3603E+14,\N,micro-SIM
6748880051,5.3603E+14,\N,micro-SIM
6748880052,5.3603E+14,\N,micro-SIM
6748880053,5.3603E+14,\N,micro-SIM
6748880054,5.3603E+14,\N,micro-SIM
6748880055,5.3603E+14,\N,micro-SIM
6748880056,5.3603E+14,\N,micro-SIM
6748880057,5.3603E+14,\N,micro-SIM
6748880058,5.3603E+14,\N,micro-SIM
6748880059,5.3603E+14,\N,micro-SIM
6748880060,5.3603E+14,\N,micro-SIM
6748880061,5.3603E+14,\N,micro-SIM
6748880062,5.3603E+14,\N,micro-SIM
6748880063,5.3603E+14,\N,micro-SIM
6748880064,5.3603E+14,\N,micro-SIM
6748880065,5.3603E+14,\N,micro-SIM
6748880066,5.3603E+14,\N,micro-SIM
6748880067,5.3603E+14,\N,micro-SIM
6748880068,5.3603E+14,\N,micro-SIM
6748880069,5.3603E+14,\N,micro-SIM
6748880070,5.3603E+14,14-02-2025,micro-SIM
6748880071,5.3603E+14,14-02-2025,e-SIM
6748880072,5.3603E+14,14-02-2025,micro-SIM
6748880073,5.3603E+14,14-02-2025,micro-SIM
6748880074,5.3603E+14,14-02-2025,micro-SIM
6748880075,5.3603E+14,14-02-2025,micro-SIM
6748880076,5.3603E+14,14-02-2025,micro-SIM
6748880077,5.3603E+14,14-02-2025,e-SIM
6748880078,5.3603E+14,14-02-2025,micro-SIM
6748880079,5.3603E+14,14-02-2025,micro-SIM
6748880080,5.3603E+14,14-02-2025,e-SIM
6748880081,5.3603E+14,14-02-2025,e-SIM
6748880082,5.3603E+14,14-02-2025,micro-SIM
6748880083,5.3603E+14,14-02-2025,e-SIM
6748880084,5.3603E+14,14-02-2025,micro-SIM
6748880085,5.3603E+14,14-02-2025,e-SIM
6748880086,5.3603E+14,14-02-2025,micro-SIM
6748880087,5.3603E+14,14-02-2025,micro-SIM
6748880088,5.3603E+14,14-02-2025,micro-SIM
6748880089,5.3603E+14,14-02-2025,e-SIM
6748880090,5.3603E+14,14-02-2025,micro-SIM
6748880091,5.3603E+14,14-02-2025,micro-SIM
6748880092,5.3603E+14,14-02-2025,micro-SIM
6748880093,5.3603E+14,14-02-2025,micro-SIM
6748880094,5.3603E+14,14-02-2025,e-SIM
6748880095,5.3603E+14,14-02-2025,micro-SIM
6748880096,5.3603E+14,14-02-2025,micro-SIM
6748880097,5.3603E+14,14-02-2025,micro-SIM
6748880098,5.3603E+14,14-02-2025,micro-SIM
6748880099,5.3603E+14,14-02-2025,e-SIM
6748880100,5.3603E+14,14-02-2025,micro-SIM
6748880101,5.3603E+14,14-02-2025,micro-SIM
6748880102,5.3603E+14,14-02-2025,micro-SIM
6748880103,5.3603E+14,14-02-2025,micro-SIM
6748880104,5.3603E+14,14-02-2025,micro-SIM
6748880105,5.3603E+14,14-02-2025,micro-SIM
6748880106,5.3603E+14,14-02-2025,micro-SIM
6748880107,5.3603E+14,14-02-2025,micro-SIM
6748880108,5.3603E+14,14-02-2025,micro-SIM
6748880109,5.3603E+14,14-02-2025,micro-SIM
6748880110,5.3603E+14,14-02-2025,micro-SIM
6748880111,5.3603E+14,14-02-2025,micro-SIM
6748880112,5.3603E+14,14-02-2025,e-SIM
6748880113,5.3603E+14,14-02-2025,micro-SIM
6748880114,5.3603E+14,14-02-2025,micro-SIM
6748880115,5.3603E+14,14-02-2025,micro-SIM
6748880116,5.3603E+14,28-02-2025,micro-SIM
6748880117,5.3603E+14,\N,micro-SIM
6748880118,5.3603E+14,14-03-2025,micro-SIM
6748880119,5.3603E+14,14-03-2025,micro-SIM
6748880120,5.3603E+14,26-03-2025,e-SIM
6748880121,5.3603E+14,26-02-2025,micro-SIM
6748880122,5.3603E+14,05-03-2025,micro-SIM
6748880123,5.3603E+14,15-03-2025,e-SIM
6748880124,5.3603E+14,12-03-2025,e-SIM
6748880125,5.3603E+14,12-03-2025,micro-SIM
6748880126,5.3603E+14,\N,micro-SIM
6748880127,5.3603E+14,\N,micro-SIM
6748880128,5.3603E+14,\N,micro-SIM
6748880129,5.3603E+14,\N,micro-SIM
6748880130,5.3603E+14,14-02-2025,micro-SIM
6748880131,5.3603E+14,14-02-2025,micro-SIM
6748880132,5.3603E+14,14-02-2025,micro-SIM
6748880133,5.3603E+14,14-02-2025,micro-SIM
6748880134,5.3603E+14,\N,micro-SIM
6748880135,5.3603E+14,\N,micro-SIM
6748880136,5.3603E+14,14-02-2025,micro-SIM
6748880137,5.3603E+14,14-02-2025,micro-SIM
6748880138,5.3603E+14,14-02-2025,micro-SIM
6748880139,5.3603E+14,14-02-2025,micro-SIM
6748880140,5.3603E+14,14-02-2025,micro-SIM
6748880141,5.3603E+14,14-02-2025,micro-SIM
6748880142,5.3603E+14,14-02-2025,micro-SIM
6748880143,5.3603E+14,14-02-2025,micro-SIM
6748880144,5.3603E+14,14-02-2025,micro-SIM
6748880145,5.3603E+14,14-02-2025,micro-SIM
6748880146,5.3603E+14,14-02-2025,micro-SIM
6748880147,5.3603E+14,14-02-2025,micro-SIM
6748880148,5.3603E+14,14-02-2025,micro-SIM
6748880149,5.3603E+14,14-02-2025,micro-SIM
6748880150,5.3603E+14,14-02-2025,micro-SIM
6748880151,5.3603E+14,14-02-2025,micro-SIM
6748880152,5.3603E+14,14-02-2025,micro-SIM
6748880153,5.3603E+14,14-02-2025,micro-SIM
6748880154,5.3603E+14,14-02-2025,micro-SIM
6748880155,5.3603E+14,14-02-2025,micro-SIM
6748880156,5.3603E+14,14-02-2025,micro-SIM
6748880157,5.3603E+14,14-02-2025,micro-SIM
6748880158,5.3603E+14,14-02-2025,micro-SIM
6748880159,5.3603E+14,14-02-2025,micro-SIM
6748880160,5.3603E+14,14-02-2025,micro-SIM
6748880161,5.3603E+14,10-04-2025,micro-SIM
6748880162,5.3603E+14,10-04-2025,micro-SIM
6748880163,5.3603E+14,10-04-2025,micro-SIM
6748880164,5.3603E+14,\N,micro-SIM
6748880165,5.3603E+14,\N,micro-SIM
6748880166,5.3603E+14,\N,micro-SIM
6748880167,5.3603E+14,\N,micro-SIM
6748880168,5.3603E+14,\N,micro-SIM
6748880169,5.3603E+14,\N,micro-SIM
6748880170,5.3603E+14,14-02-2025,micro-SIM
6748880171,5.3603E+14,14-02-2025,micro-SIM
6748880172,5.3603E+14,14-02-2025,micro-SIM
6748880173,5.3603E+14,14-02-2025,micro-SIM
6748880174,5.3603E+14,14-02-2025,micro-SIM
6748880175,5.3603E+14,\N,micro-SIM
6748880176,5.3603E+14,\N,micro-SIM
6748880177,5.3603E+14,\N,micro-SIM
6748880178,5.3603E+14,\N,micro-SIM
6748880179,5.3603E+14,\N,micro-SIM
6748880180,5.3603E+14,14-02-2025,micro-SIM
6748880181,5.3603E+14,14-02-2025,micro-SIM
6748880182,5.3603E+14,14-02-2025,e-SIM
6748880183,5.3603E+14,14-02-2025,e-SIM
6748880184,5.3603E+14,14-02-2025,e-SIM
6748880185,5.3603E+14,14-02-2025,micro-SIM
6748880186,5.3603E+14,14-02-2025,micro-SIM
6748880187,5.3603E+14,14-02-2025,e-SIM
6748880188,5.3603E+14,14-02-2025,micro-SIM
6748880189,5.3603E+14,14-02-2025,e-SIM
6748880190,5.3603E+14,14-02-2025,e-SIM
6748880191,5.3603E+14,14-02-2025,micro-SIM
6748880192,5.3603E+14,14-02-2025,micro-SIM
6748880193,5.3603E+14,14-02-2025,micro-SIM
6748880194,5.3603E+14,14-02-2025,micro-SIM
6748880195,5.3603E+14,14-02-2025,e-SIM
6748880196,5.3603E+14,14-02-2025,micro-SIM
6748880197,5.3603E+14,14-02-2025,micro-SIM
6748880198,5.3603E+14,14-02-2025,micro-SIM
6748880199,5.3603E+14,14-02-2025,micro-SIM
6748880200,5.3603E+14,14-02-2025,micro-SIM
6748880201,5.3603E+14,14-02-2025,micro-SIM
6748880202,5.3603E+14,14-02-2025,micro-SIM
6748880203,5.3603E+14,14-02-2025,micro-SIM
6748880204,5.3603E+14,14-02-2025,micro-SIM
6748880205,5.3603E+14,14-02-2025,e-SIM
6748880206,5.3603E+14,14-02-2025,micro-SIM
6748880207,5.3603E+14,14-02-2025,micro-SIM
6748880208,5.3603E+14,14-02-2025,micro-SIM
6748880209,5.3603E+14,14-02-2025,micro-SIM
6748880210,5.3603E+14,14-02-2025,micro-SIM
6748880211,5.3603E+14,14-02-2025,micro-SIM
6748880212,5.3603E+14,14-02-2025,micro-SIM
6748880213,5.3603E+14,14-02-2025,micro-SIM
6748880214,5.3603E+14,14-02-2025,micro-SIM
6748880215,5.3603E+14,14-02-2025,micro-SIM
6748880216,5.3603E+14,14-02-2025,micro-SIM
6748880217,5.3603E+14,14-02-2025,micro-SIM
6748880218,5.3603E+14,14-02-2025,micro-SIM
6748880219,5.3603E+14,14-02-2025,micro-SIM
6748880220,5.3603E+14,14-02-2025,micro-SIM
6748880221,5.3603E+14,14-02-2025,micro-SIM
6748880222,5.3603E+14,14-02-2025,micro-SIM
6748880223,5.3603E+14,14-02-2025,micro-SIM
6748880224,5.3603E+14,14-02-2025,E-SIM
6748880227,5.3603E+14,14-02-2025,micro-SIM
6748880228,5.3603E+14,14-02-2025,micro-SIM
6748880229,5.3603E+14,14-02-2025,micro-SIM
6748880230,5.3603E+14,14-02-2025,micro-SIM
6748880231,5.3603E+14,14-02-2025,micro-SIM
6748880232,5.3603E+14,14-02-2025,micro-SIM
6748880233,5.3603E+14,\N,micro-SIM
6748880234,5.3603E+14,\N,micro-SIM
6748880235,5.3603E+14,\N,micro-SIM
6748880236,5.3603E+14,10-04-2025,micro-SIM
6748880237,5.3603E+14,\N,micro-SIM
6748880238,5.3603E+14,\N,micro-SIM
6748880239,5.3603E+14,\N,micro-SIM
6748880240,5.3603E+14,14-02-2025,micro-SIM
6748880241,5.3603E+14,14-02-2025,micro-SIM
6748880242,5.3603E+14,14-02-2025,micro-SIM
6748880243,5.3603E+14,14-02-2025,micro-SIM
6748880244,5.3603E+14,14-02-2025,micro-SIM
6748880245,5.3603E+14,14-02-2025,micro-SIM
6748880246,5.3603E+14,14-02-2025,micro-SIM
6748880247,5.3603E+14,14-02-2025,micro-SIM
6748880248,5.3603E+14,14-02-2025,micro-SIM
6748880249,5.3603E+14,14-02-2025,micro-SIM
6748880250,5.3603E+14,14-02-2025,micro-SIM
6748880251,5.3603E+14,14-02-2025,micro-SIM
6748880252,5.3603E+14,14-02-2025,micro-SIM
6748880253,5.3603E+14,14-02-2025,micro-SIM
6748880254,5.3603E+14,14-02-2025,micro-SIM
6748880255,5.3603E+14,14-02-2025,micro-SIM
6748880256,5.3603E+14,14-02-2025,micro-SIM
6748880257,5.3603E+14,14-02-2025,micro-SIM
6748880258,5.3603E+14,14-02-2025,micro-SIM
6748880259,5.3603E+14,14-02-2025,micro-SIM
6748880260,5.3603E+14,14-02-2025,micro-SIM
6748880261,5.3603E+14,14-02-2025,micro-SIM
6748880262,5.3603E+14,14-02-2025,micro-SIM
6748880263,5.3603E+14,14-02-2025,micro-SIM
6748880264,5.3603E+14,14-02-2025,micro-SIM
6748880265,5.3603E+14,14-02-2025,micro-SIM
6748880266,5.3603E+14,14-02-2025,micro-SIM
6748880267,5.3603E+14,14-02-2025,micro-SIM
6748880268,5.3603E+14,14-02-2025,micro-SIM
6748880269,5.3603E+14,14-02-2025,micro-SIM
6748880270,5.3603E+14,14-02-2025,micro-SIM
6748880271,5.3603E+14,14-02-2025,micro-SIM
6748880272,5.3603E+14,14-02-2025,micro-SIM
6748880273,5.3603E+14,\N,micro-SIM
6748880274,5.3603E+14,14-02-2025,micro-SIM
6748880275,5.3603E+14,14-02-2025,micro-SIM
6748880276,5.3603E+14,\N,micro-SIM
6748880277,5.3603E+14,\N,micro-SIM
6748880278,5.3603E+14,\N,micro-SIM
6748880279,5.3603E+14,\N,micro-SIM
6748880280,5.3603E+14,14-02-2025,micro-SIM
6748880281,5.3603E+14,14-02-2025,micro-SIM
6748880282,5.3603E+14,14-02-2025,micro-SIM
6748880283,5.3603E+14,14-02-2025,micro-SIM
6748880284,5.3603E+14,14-02-2025,micro-SIM
6748880285,5.3603E+14,14-02-2025,micro-SIM
6748880286,5.3603E+14,14-02-2025,micro-SIM
6748880287,5.3603E+14,14-02-2025,micro-SIM
6748880288,5.3603E+14,14-02-2025,micro-SIM
6748880289,5.3603E+14,14-02-2025,micro-SIM
6748880290,5.3603E+14,14-02-2025,micro-SIM
6748880291,5.3603E+14,14-02-2025,micro-SIM
6748880292,5.3603E+14,14-02-2025,micro-SIM
6748880293,5.3603E+14,\N,micro-SIM
6748880294,5.3603E+14,\N,micro-SIM
6748880295,5.3603E+14,\N,micro-SIM
6748880296,5.3603E+14,\N,micro-SIM
6748880297,5.3603E+14,\N,micro-SIM
6748880298,5.3603E+14,\N,micro-SIM
6748880299,5.3603E+14,\N,micro-SIM
6748880300,5.3603E+14,14-02-2025,micro-SIM
6748880301,5.3603E+14,14-02-2025,micro-SIM
6748880302,5.3603E+14,14-02-2025,micro-SIM
6748880303,5.3603E+14,14-02-2025,micro-SIM
6748880304,5.3603E+14,14-02-2025,micro-SIM
6748880305,5.3603E+14,14-02-2025,micro-SIM
6748880306,5.3603E+14,14-02-2025,micro-SIM
6748880307,5.3603E+14,14-02-2025,micro-SIM
6748880308,5.3603E+14,14-02-2025,micro-SIM
6748880309,5.3603E+14,14-02-2025,micro-SIM
6748880310,5.3603E+14,14-02-2025,micro-SIM
6748880311,5.3603E+14,14-02-2025,micro-SIM
6748880312,5.3603E+14,14-02-2025,micro-SIM
6748880313,5.3603E+14,14-02-2025,micro-SIM
6748880314,5.3603E+14,14-02-2025,micro-SIM
6748880315,5.3603E+14,14-02-2025,micro-SIM
6748880316,5.3603E+14,14-02-2025,micro-SIM
6748880317,5.3603E+14,14-02-2025,micro-SIM
6748880318,5.3603E+14,14-02-2025,micro-SIM
6748880319,5.3603E+14,14-02-2025,micro-SIM
6748880320,5.3603E+14,14-02-2025,micro-SIM
6748880321,5.3603E+14,14-02-2025,micro-SIM
6748880322,5.3603E+14,14-02-2025,micro-SIM
6748880323,5.3603E+14,14-02-2025,micro-SIM
6748880324,5.3603E+14,14-02-2025,micro-SIM
6748880325,5.3603E+14,14-02-2025,micro-SIM
6748880326,5.3603E+14,14-02-2025,micro-SIM
6748880327,5.3603E+14,14-02-2025,micro-SIM
6748880328,5.3603E+14,14-02-2025,micro-SIM
6748880329,5.3603E+14,14-02-2025,micro-SIM
6748880330,5.3603E+14,14-02-2025,micro-SIM
6748880331,5.3603E+14,14-02-2025,micro-SIM
6748880332,5.3603E+14,14-02-2025,micro-SIM
6748880333,5.3603E+14,14-02-2025,micro-SIM
6748880334,5.3603E+14,14-02-2025,micro-SIM
6748880335,5.3603E+14,14-02-2025,micro-SIM
6748880336,5.3603E+14,14-02-2025,micro-SIM
6748880337,5.3603E+14,14-02-2025,micro-SIM
6748880338,5.3603E+14,14-02-2025,micro-SIM
6748880339,5.3603E+14,14-02-2025,micro-SIM
6748880340,5.3603E+14,07-04-2025,micro-SIM
6748880341,5.3603E+14,07-04-2025,micro-SIM
6748880342,5.3603E+14,07-04-2025,micro-SIM
6748880343,5.3603E+14,07-04-2025,micro-SIM
6748880344,5.3603E+14,\N,micro-SIM
6748880345,5.3603E+14,\N,micro-SIM
6748880346,5.3603E+14,\N,micro-SIM
6748880347,5.3603E+14,\N,micro-SIM
6748880348,5.3603E+14,\N,micro-SIM
6748880349,5.3603E+14,\N,micro-SIM
6748880350,5.3603E+14,14-02-2025,micro-SIM
6748880351,5.3603E+14,14-02-2025,micro-SIM
6748880352,5.3603E+14,14-02-2025,micro-SIM
6748880353,5.3603E+14,14-02-2025,micro-SIM
6748880354,5.3603E+14,14-02-2025,micro-SIM
6748880355,5.3603E+14,14-02-2025,micro-SIM
6748880356,5.3603E+14,14-02-2025,micro-SIM
6748880357,5.3603E+14,14-02-2025,micro-SIM
6748880358,5.3603E+14,14-02-2025,micro-SIM
6748880359,5.3603E+14,14-02-2025,micro-SIM
6748880360,5.3603E+14,14-02-2025,micro-SIM
6748880361,5.3603E+14,14-02-2025,micro-SIM
6748880362,5.3603E+14,14-02-2025,micro-SIM
6748880363,5.3603E+14,14-02-2025,micro-SIM
6748880364,5.3603E+14,14-02-2025,micro-SIM
6748880365,5.3603E+14,14-02-2025,micro-SIM
6748880366,5.3603E+14,14-02-2025,micro-SIM
6748880367,5.3603E+14,14-02-2025,micro-SIM
6748880368,5.3603E+14,14-02-2025,micro-SIM
6748880369,5.3603E+14,14-02-2025,micro-SIM
6748880370,5.3603E+14,14-02-2025,micro-SIM
6748880371,5.3603E+14,14-02-2025,micro-SIM
6748880372,5.3603E+14,14-02-2025,micro-SIM
6748880373,5.3603E+14,14-02-2025,micro-SIM
6748880374,5.3603E+14,14-02-2025,micro-SIM
6748880375,5.3603E+14,14-02-2025,micro-SIM
6748880376,5.3603E+14,14-02-2025,micro-SIM
6748880377,5.3603E+14,14-02-2025,micro-SIM
6748880378,5.3603E+14,14-02-2025,micro-SIM
6748880379,5.3603E+14,14-02-2025,micro-SIM
6748880380,5.3603E+14,14-02-2025,micro-SIM
6748880381,5.3603E+14,14-02-2025,micro-SIM
6748880382,5.3603E+14,14-02-2025,micro-SIM
6748880383,5.3603E+14,14-02-2025,micro-SIM
